"Expr1000","MSW05binom","POINT_X","POINT_Y","binomial_tree","Class","Family","Genus","Species","1-1_ActivityCycle","2-1_AgeatEyeOpening_d","3-1_AgeatFirstBirth_d","5-1_AdultBodyMass_g","5-2_BasalMetRateMass_g","5-3_NeonateBodyMass_g","5-4_WeaningBodyMass_g","5-5_AdultBodyMass_g_EXT","5-6_NeonateBodyMass_g_EXT","5-7_WeaningBodyMass_g_EXT","6-1_DietBreadth","6-2_TrophicLevel","7-1_DispersalAge_d","8-1_AdultForearmLen_mm","9-1_GestationLen_d","10-1_PopulationGrpSize","10-2_SocialGrpSize","12-1_HabitatBreadth","12-2_Terrestriality","13-1_AdultHeadBodyLen_mm","13-2_NeonateHeadBodyLen_mm","13-3_WeaningHeadBodyLen_mm","14-1_InterbirthInterval_d","15-1_LitterSize","16-1_LittersPerYear","16-2_LittersPerYear_EXT","17-1_MaxLongevity_m","18-1_BasalMetRate_mLO2hr","21-1_PopulationDensity_n/km2","22-1_HomeRange_km2","22-2_HomeRange_Indiv_km2","23-1_SexualMaturityAge_d","24-1_TeatNumber","25-1_WeaningAge_d","26-1_GR_Area_km2","26-2_GR_MaxLat_dd","26-3_GR_MinLat_dd","26-4_GR_MidRangeLat_dd","26-5_GR_MaxLong_dd","26-6_GR_MinLong_dd","26-7_GR_MidRangeLong_dd","27-1_HuPopDen_Min_n/km2","27-2_HuPopDen_Mean_n/km2","27-3_HuPopDen_5p_n/km2","27-4_HuPopDen_Change","28-1_Precip_Mean_mm","28-2_Temp_Mean_01degC","30-1_AET_Mean_mm","30-2_PET_Mean_mm"
"Oecomys speciosus","Oecomys speciosus",-61.20,6.70,"Oecomys_speciosus","Rodentia","Cricetidae","Oecomys","speciosus",,,,"73.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"273664.21","10.76","4.04","7.4","-57.13","-65.27","-61.2","0","19.65","0","0.11","131.56","243.49","1566.62","1740.09"
"Oecomys superans","Oecomys superans",-73.34,-10.52,"Oecomys_superans","Rodentia","Cricetidae","Oecomys","superans",,,,"73.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236984.26","-0.18","-13.43","-6.81","-68.85","-77.83","-73.34","0","3.52","1","0.14","230.78","251.72","1409.76","1464.92"
"Oenomys hypoxanthus","Oenomys hypoxanthus",20.50,-2.89,"Oenomys_hypoxanthus","Rodentia","Muridae","Oenomys","hypoxanthus","1",,,"89.84",,,"30",,,,,,,,,,,"2","2",,,,,"2.81",,,,,"3737.96",,,"116.96",,"30","4812175.91","9.22","-13.25","-2.01","39.93","3.14","21.53","0","42.05","1","0.14","129.72","232.87","1244.21","1537.81"
"Oenomys ornatus","Oenomys ornatus",-6.58,6.46,"Oenomys_ornatus","Rodentia","Muridae","Oenomys","ornatus",,,,"85.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"456581.35","10.89","4.35","7.62","-0.01","-13.15","-6.58","3","70.28","8","0.07","178.24","255.08","1291.31","1548.72"
"Okapia johnstoni","Okapia johnstoni",24.43,-1.19,"Okapia_johnstoni","Artiodactyla","Giraffidae","Okapia","johnstoni","3",,,"230001.14",,"18325.61",,,,,"1","1",,,"442.99",,"1","1","1","2000",,,,"0.98","1",,"396",,"1.02","4.63","6","947.05","4","181.46","1105797.06","5.13","-8.28","-1.57","30.73","18.12","24.43","1","19.42","2","0.14","143.9","240.38","1428.28","1604.05"
"Olallamys albicauda","Olallamys albicauda",-75.59,6.64,"Olallamys_albicauda","Rodentia","Echimyidae","Olallamys","albicauda",,,,"273.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45105.03","9.88","5.12","7.5","-72.87","-76.04","-74.46","13","70.93","13","0.08","122.16","209.86","1459.02","1570.89"
"Olallamys edax","Olallamys edax",-71.75,8.26,"Olallamys_edax","Rodentia","Echimyidae","Olallamys","edax","1",,,"206.4",,,,,,,,,,,,,,"1","2",,,,,,,,,,,,,,,,"13734.28","8.94","7.68","8.31","-71.11","-72.38","-71.75","8","66.68","8","0.08","106.56","232.86","1448.07","1608.07"
"Oligoryzomys andinus","Oligoryzomys andinus",-71.79,-14.93,"Oligoryzomys_andinus","Rodentia","Cricetidae","Oligoryzomys","andinus",,,,"25.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200929.57","-6.73","-18.23","-12.48","-65.38","-78.19","-71.79","1","22.07","3","0.07","72.87","109.64","813.45","1324.41"
"Oligoryzomys arenalis","Oligoryzomys arenalis",-78.63,-8.35,"Oligoryzomys_arenalis","Rodentia","Cricetidae","Oligoryzomys","arenalis",,,,"25.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92796.32","-4.39","-13.13","-8.76","-76.06","-81.2","-78.63","7","134.93","11","0.08","22.33","150.01","478.98","1336.12"
"Oligoryzomys chacoensis","Oligoryzomys chacoensis",-60.33,-20.93,"Oligoryzomys_chacoensis","Rodentia","Cricetidae","Oligoryzomys","chacoensis","1",,,"23",,,,,,,"3","2",,,,,"1","1","1",,,,,,,,,,,,,,,,"827771.43","-15.39","-26.72","-21.06","-55.55","-65.1","-60.33","0","5.15","0","0.11","86.45","230.08","1051.32","1313.63"
"Oligoryzomys delticola","Oligoryzomys delticola",-56.37,-34.83,"Oligoryzomys_delticola","Rodentia","Cricetidae","Oligoryzomys","delticola","1",,,"29.39",,,,,,,"2","2",,,,,,"1","2",,,,,"3.3",,,,,,,,,,,"372583.05","-26","-34.97","-30.49","-52.65","-60.09","-56.37","3","53.85","5","0.05","111.31","174.93","1016.9","1120.48"
"Oligoryzomys destructor","Oligoryzomys destructor",-71.16,-13.44,"Oligoryzomys_destructor","Rodentia","Cricetidae","Oligoryzomys","destructor",,,,"25.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"668994.69","3.32","-26.57","-11.62","-63.09","-79.24","-71.16","0","19.36","1","0.11","114.19","145.22","1039.19","1422.91"
"Oligoryzomys eliurus","Oligoryzomys eliurus",-46.38,-24.01,"Oligoryzomys_eliurus","Rodentia","Cricetidae","Oligoryzomys","eliurus",,,,"34.58",,,,,,,,,,,,,,,,,,,,,,,,,"930.06",,,,,,"2271192.96","-7.14","-26.55","-16.84","-34.81","-57.94","-46.38","1","63.92","2","0.07","112","219.73","1138.23","1395.26"
"Oligoryzomys flavescens","Oligoryzomys flavescens",-55.26,-30.94,"Oligoryzomys_flavescens","Rodentia","Cricetidae","Oligoryzomys","flavescens","1",,,"21.3",,,,,,,"2","2",,,,,,"1","1",,,,,"4.95",,,,,,,,,,,"1101364.27","-22.6","-37.88","-30.24","-46.5","-64.03","-55.26","1","53.42","4","0.05","115.24","179.1","1076.6","1164.14"
"Oligoryzomys fulvescens","Oligoryzomys fulvescens",-69.59,8.51,"Oligoryzomys_fulvescens","Rodentia","Cricetidae","Oligoryzomys","fulvescens","1",,,"25",,,,,,,,,,,,,"1","1","1",,,,,"3.64",,,,,,,,,,,"2286363.05","25.66","-6.59","9.53","-49.87","-105.7","-77.78","0","47.68","1","0.13","142.8","235.95","1308.87","1613.67"
"Oligoryzomys griseolus","Oligoryzomys griseolus",-72.35,7.44,"Oligoryzomys_griseolus","Rodentia","Cricetidae","Oligoryzomys","griseolus",,,,"25.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5640.42","7.9","6.99","7.45","-72","-72.69","-72.35","9","75.74","9","0.09","114.18","135.16","1353.91","1578.18"
"Oligoryzomys longicaudatus","Oligoryzomys longicaudatus",-71.97,-52.75,"Oligoryzomys_longicaudatus","Rodentia","Cricetidae","Oligoryzomys","longicaudatus",,,,"27.54","28.2",,,,,,"4","2",,,,,,"2","2",,,,,"4.77",,,,"51.01","361.16","0.000641","0.000820","27.72",,,"912835.74","-12.59","-54.84","-33.71","-63.42","-74.62","-69.02","0","22.82","0","0.08","76.68","64.23","560.77","1039.71"
"Oligoryzomys magellanicus","Oligoryzomys magellanicus",-68.19,-54.05,"Oligoryzomys_magellanicus","Rodentia","Cricetidae","Oligoryzomys","magellanicus",,,,"25.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46140.03","-52.46","-55.05","-53.75","-65.13","-71.24","-68.19","0","2.8","0","0.39","33.28","41.03","328.2","407.53"
"Oligoryzomys microtis","Oligoryzomys microtis",-64.07,-11.67,"Oligoryzomys_microtis","Rodentia","Cricetidae","Oligoryzomys","microtis","1",,,"22.5",,,,,,,"3","2",,,,,"1","1","1",,,,,,,,,,,,,,,,"3711072.03","-2.31","-27.92","-15.12","-52.95","-75.2","-64.07","0","4.6","0","0.14","150.36","241.61","1307.94","1485.57"
"Oligoryzomys nigripes","Oligoryzomys nigripes",-57.62,-36.54,"Oligoryzomys_nigripes","Rodentia","Cricetidae","Oligoryzomys","nigripes","1",,,"20.33",,,,,,,"4","2",,,,,"1","1","2","61.7",,,,"3.59",,,,,"2174.57",,,"47.39",,"14.44","1196492.37","-21.56","-38.86","-30.21","-48.35","-66.89","-57.62","1","33.02","2","0.07","94.06","182.75","1010.51","1165.05"
"Oligoryzomys vegetus","Oligoryzomys vegetus",-83.26,9.46,"Oligoryzomys_vegetus","Rodentia","Cricetidae","Oligoryzomys","vegetus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23114.34","10.63","8.31","9.47","-81.68","-84.83","-83.26","9","62.51","9.5","0.12","262.19","249.67","1370.2","1736.63"
"Ondatra zibethicus","Ondatra zibethicus",-111.87,32.61,"Ondatra_zibethicus","Rodentia","Cricetidae","Ondatra","zibethicus","2","14.5","365","991.31","1067.3","21.99","153.7",,,,"5","2",,,"27.86",,,"3","1","276.67",,,"30","6.55","2.43",,"120","841.27",,"0.00321","0.00340","198.11","6","27.84","14671151.06","68.46","28.92","48.69","-52.63","-168.12","-110.38","0","18.34","0","0.04","52.25","30.61","455.05","598.8"
"Onychogalea fraenata","Onychogalea fraenata",148.52,-23.90,"Onychogalea_fraenata","Diprotodontia","Macropodidae","Onychogalea","fraenata",,,,"4952.05",,,"1232.88",,,,"1","1",,,"23","1",,"1","1","525",,,"125","1",,"1.89","60",,"20","0.33","0.31","209.75",,"164.53","14215.63","-23.29","-24.5","-23.89","149.17","147.87","148.52","0","0.41","0","0","54.76","205.11","756.31","1453.2"
